-27.811979499135866,64.83031141252336,-27.69090318422859,46.524943833807626
-27.80151398981626,61.9864465093832,-29.9356354168993,54.295215121460735
-29.528857384084805,63.06404713196048,-28.571259093663702,62.57036565300355
-30.40335436896277,64.4569126577911,-29.439261025988873,56.11042609787727
-28.55144839043019,56.64596489426588,-28.18113781189699,49.43968117349324
-38.38359001455521,66.32139597272011,-32.419479738375315,50.89127947776898
-26.9251367392691,67.03534199693321,-30.206635743119186,61.260671437409506
-18.50274653776477,58.88339469773584,-23.88214190446223,45.923410720652555
-21.194953171029738,47.97808483387341,-20.813116601133082,37.48661355253035
-22.27489642044181,53.26349885754023,-23.544049767788312,39.41694464884437
-26.905824187948596,61.06256456529899,-24.402367701708386,47.91197812338376
-30.183434074934734,68.18024819205509,-28.009762464518538,52.36655080387991
-30.128454792300264,64.55496760726822,-23.268790189287415,55.16625723063229
-29.389537377634678,67.09133881446625,-29.997201906209458,52.05786719682346
-30.357147033030227,66.35874307648847,-25.165602667979147,54.291452342448125
-28.04384367036641,64.30787936277673,-20.38126509426544,40.692908373320506
-33.524816629663654,66.45664322586502,-26.590523155159246,41.656902845925714
-31.123381453515012,64.51189137911915,-32.673628129461534,50.134513581978396
-29.618077745773267,65.89402798895524,-24.85790078388336,45.0998563574677
-26.618940981405693,67.37494062953252,-24.811648745292022,53.94748194113492
