-30.260278739689184,61.507254819575,-31.210543578608437,64.75910152413749,-32.66839771694402,63.62086372300534
-30.748266053020295,67.09331793005715,-30.97211309068542,67.08413989878726,-30.271549364260963,54.91377980641234
-22.81865344848116,64.54942000957212,-31.16243487981408,66.01222701356308,-31.59233893119483,49.11830836567518
-16.649195523275527,68.44766564265787,-31.655698474697548,65.55907735884674,-33.1480915637702,53.540659386490766
-27.211887282010064,54.859982430121775,-25.170451474843453,55.932889943600046,-27.964102594595094,40.00620649544185
-27.25047944812558,56.45697704813092,-22.731694279498985,53.10931288591351,-24.708333555578452,47.206226194357185
-26.548251710198095,49.36668471769785,-21.354116837710908,50.643205120646016,-23.798549415571422,48.298617002903406
-24.363610016088867,48.790498543525395,-20.650257738238462,50.40907978033759,-23.811874141879223,39.91359758198408
-26.550460809029975,50.76808101997509,-21.170406404137292,46.90947966502822,-23.710459037140215,36.364458337018114
-29.158352097614358,51.55600407171996,-21.498588233261763,55.15754486029741,-24.622120056392525,43.97804926636919
-38.57714867494951,63.78780754040715,-34.049124351335955,64.41083480779939,-32.75218379445209,51.22295570273412
-36.555075766201234,67.54273242489415,-37.455483754766185,66.7171020253026,-37.33636572739131,48.8287343099079
-42.95517525119409,67.65413090413337,-36.6203768168662,66.54745300167846,-33.05587691696789,52.94227612457437
-39.95520893790728,67.90939526868536,-36.14250169933727,67.4704663538177,-33.80171264879407,50.12489148579693
-35.20725829428165,67.6534759584476,-36.56812505490173,65.69471076857444,-32.7884528723536,44.03735500828817
-39.83831023645972,67.70651581948205,-38.88527711958714,67.94426949779043,-31.4109253251984,47.28034722134421
-36.57092991065876,63.66112476515477,-32.57263127539672,66.31177063902891,-32.30406252806441,46.17316467420868
-34.053849427345696,63.171977556006865,-32.49048116619277,65.4433248170009,-30.51170006145802,47.199244327362
-36.7381157344953,61.66980561040579,-33.31128122886411,59.98285563078132,-32.155042608357526,47.60186015137551
-38.433365657151825,59.62113622589655,-32.144086465830654,57.44590976905768,-30.57518774529298,35.773708106480164
