-16.37796615477354,-14.89870993376178,-18.83991750276811
-21.235432102227485,-11.689150233053113,-13.045875674621778
-14.820976525852247,-11.05110341348414,-13.547886565892298
-15.719225769553645,-12.693945685668108,-14.278221003515636
-20.301720680745287,-10.042045618042431,-16.775141078287557
-15.158560742038981,-12.810085110964911,-12.994874351652786
-14.77585771918377,-12.22841271516352,-10.510642739690148
-17.595489164447386,-12.432610011360907,-15.954271611355436
-13.644785113125767,-13.008367562659968,-13.805480809524365
-17.256267911264295,-11.141729264319439,-19.714076957591992
-18.566237880377123,-12.002902154409048,-14.101513364274304
-15.351707075815769,-13.782448515062729,-16.08558828119452
-16.345474277110704,-13.38180620383077,-12.323682524024983
-13.01477041328868,-12.10775481548012,-11.476452666602752
-19.211289877021198,-12.440011845915425,-16.29683559698311
-20.300017393719273,-15.970438208032078,-15.816025688193118
-17.94851230781133,-13.22498786644952,-12.659388076851595
-15.425363329617909,-12.52720056375144,-12.875722468272762
-13.592383042174301,-16.562461068159088,-19.779213649800507
-18.12044333153723,-12.428152035924361,-16.03985463732256
