-26.92195204783666,-39.760681602989
-28.2235025363973,-25.07141985663706
-28.38006463527738,-43.51357223455768
-22.61251891802421,-39.52645828644134
-29.752622522964195,-46.94289097548357
-29.713656831192505,-51.339358255996984
-35.710213579293274,-53.57750072610155
-37.6037684496378,-55.32448187202452
-24.01278848190178,-43.13423804592104
-33.670622586269005,-54.99026127836222
-33.70870906138268,-54.89408231252135
-15.134671201927256,-27.10893141167638
-20.527205641612692,-41.36137487284475
-21.77091849884256,-28.502236220093025
-26.04653838166346,-49.438807629148904
-26.962317114315308,-35.74732382026225
-22.91419743507475,-36.024144482835666
-13.15908107196293,-33.91477710767402
-25.49979421118184,-80.3401730771925
-18.29733413219675,-40.75619228051774,-23.064939589426427
