-20.136484498117266,-44.18603351092702
-26.28375171043148,-36.81841693550715
-21.880219105283818,-38.371247517184045
-19.429187692901657,-28.646130237819534
-25.933905994217692,-31.256592363533905
-25.49043118327937,-27.5357351184288
-20.018010932772956,-21.383110121292262
-27.99896122123246,-27.456288801493464
-25.20885301718428,-26.52516518006005
-21.572244882537557,-38.3591643493453
-22.967294690643765,-27.93428307878596
-16.833785063139995,-36.60621023285412
-22.159449680924975,-28.88358824159022
-22.54454105928665,-23.080765735769454
-28.963309916281933,-27.880598045449755
-22.59877997239897,-30.20513189789033
-20.870065444359533,-30.864705077472436
-17.7615423315766,-21.7541272358056
-28.571410750193497,-38.96842813733409
-29.649743946902877,-52.256191486504626
