"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
0.000000000E0,1.136657894E-1,-7.470250130E-2,1.957111359E-1,2.383342696E-1
0.000000000E0,8.963522315E-2,-6.089007854E-2,1.565647125E-1,1.904063657E-1
0.000000000E0,7.333549857E-2,-5.192720890E-2,1.304683685E-1,1.584188296E-1
0.000000000E0,6.145349145E-2,-4.573559761E-2,1.118288040E-1,1.355505732E-1
0.000000000E0,5.233255029E-2,-4.127609730E-2,9.784984589E-2,1.183934304E-1
4.877561000E-3,7.047286630E-2,-5.509799719E-2,-1.705207825E-1,1.925605137E-1
1.006693600E-2,6.182637811E-2,-5.098819733E-2,-1.534671783E-1,1.731313724E-1
1.525631100E-2,2.629867196E-2,-6.953096390E-2,-1.917476654E-1,2.056534519E-1
2.044568600E-2,2.248260379E-2,-6.516021490E-2,-1.757659912E-1,1.887988473E-1
2.563506100E-2,4.121848941E-2,-5.936974287E-2,-1.843423843E-1,1.980046588E-1
3.082443600E-2,3.663250804E-2,-5.656814575E-2,-1.711711884E-1,1.839605161E-1
3.601381100E-2,3.493458033E-3,-5.200803280E-2,-1.262388229E-1,1.365770118E-1
4.120318600E-2,1.620411873E-3,-5.020856857E-2,-1.183452606E-1,1.285656517E-1
4.639256100E-2,-2.266779542E-2,-3.519141674E-2,-1.136341095E-1,1.210990322E-1
5.158193600E-2,-2.307319641E-2,-3.469616175E-2,-5.757331848E-2,7.106956475E-2
5.677131100E-2,-8.249863982E-2,-2.072542906E-2,-4.319858551E-2,9.540276082E-2
6.196068600E-2,-1.118886471E-1,-4.844874144E-2,1.582527161E-2,1.229503522E-1
6.715006100E-2,-1.241993606E-1,-2.937048674E-2,7.891654968E-2,1.500530855E-1
7.233943600E-2,-1.135972738E-1,-3.802937269E-2,1.050910950E-1,1.593571839E-1
7.752881100E-2,-6.271362305E-2,-2.859979868E-2,1.074676514E-1,1.276724054E-1
8.271818600E-2,-1.016646624E-1,-3.173112869E-2,6.407833099E-2,1.242923996E-1
8.790756100E-2,-1.007428169E-1,-1.710140705E-2,8.000564575E-2,1.297785677E-1
9.309693600E-2,-1.052612662E-1,3.263771534E-3,8.624076843E-2,1.361178038E-1
9.828631100E-2,-5.283170938E-2,1.082915068E-2,7.065773010E-3,5.439103942E-2
1.034756860E-1,-4.915684462E-2,-2.387809753E-2,-2.310848236E-2,5.933431445E-2
1.086650610E-1,-7.404524088E-2,2.691447735E-3,-7.311153412E-2,1.040924493E-1
1.137844880E-1,-4.534232616E-2,5.618757010E-2,-1.192417145E-1,1.393971164E-1
1.187267790E-1,-2.930641174E-2,3.677678108E-2,-1.478385925E-1,1.551375094E-1
1.236699040E-1,-1.379042864E-2,7.899481058E-2,-1.919717789E-1,2.080469176E-1
1.286122480E-1,-1.228225231E-2,7.907372713E-2,-2.140913010E-1,2.285576365E-1
1.335537580E-1,-1.074075699E-3,6.862330437E-2,-1.986150742E-1,2.101386667E-1
1.384960500E-1,-4.310601950E-2,1.303553581E-2,-1.512222290E-1,1.577853499E-1
1.434391750E-1,-8.798092604E-2,3.893297911E-2,-1.215744019E-1,1.550379160E-1
1.483814670E-1,-1.194406748E-1,2.984374762E-2,-7.185935974E-2,1.425499619E-1
1.533229770E-1,-1.519868970E-1,6.109416485E-2,-1.883983612E-2,1.648861827E-1
1.582653210E-1,-1.764761209E-1,-6.335318089E-3,8.881092072E-2,1.976647089E-1
1.632084460E-1,-2.330999970E-1,4.719495773E-3,1.354913712E-1,2.696586619E-1
1.681507380E-1,-2.396223545E-1,-1.537275314E-2,1.881475449E-1,3.050486731E-1
1.730922480E-1,-2.347921729E-1,-4.040586948E-2,1.835975647E-1,3.007790959E-1
1.780345920E-1,-2.610125542E-1,-4.240471125E-2,2.283954620E-1,3.494140811E-1
1.829776650E-1,-2.122508287E-1,-8.734324574E-2,2.536125183E-1,3.420505318E-1
1.879200080E-1,-1.860970855E-1,-1.089424193E-1,2.854614258E-1,3.577552258E-1
1.928615190E-1,-1.913974285E-1,-8.174142241E-2,2.254438400E-1,3.068217085E-1
1.978038110E-1,-1.617551446E-1,-9.778776765E-2,1.527633667E-1,2.430304930E-1
2.027469360E-1,-1.399468780E-1,-8.094826341E-2,4.650783539E-2,1.682282044E-1
2.076892790E-1,-1.068549752E-1,-4.325878620E-2,1.279449463E-2,1.159871002E-1
