hiromu_m,kouhai_n,T,F
3,3,4.35650761180338,0.8370297884638703
3,3,4.610090656540235,0.8608977379234748
3,3,4.698744066174137,0.34598253889516006
3,3,5.3376320023193,0.7575116429270491
3,3,5.605576284405637,0.7791121281877061
3,3,5.414451460235577,0.31311406723472546
3,3,5.391658649000299,0.3775630151804605
3,3,5.701836617008899,0.3883292448754411
3,3,5.323254947340126,0.1560639924473681
