hiromu_m,kouhai_n,T,F
4,6,2.355110560686224,0.5058273252505397
4,3,0.7173980953669428,1.1753027041082695
4,3,-3.571106767723485,2.735818608192001
3,6,4.741541698937784,0.8195964263009833
3,3,3.518197225101879,1.9043532209967176
3,3,0.3756944435797094,4.43287074926465
3,6,3.6799142303140147,1.4505823143432106
3,3,2.235665250058954,3.3704650410785373
3,3,-0.38371537848664206,7.845622191977734
