hiromu_m,kouhai_n,T,F
3,5,-1.2399248043620863,0.6413696305291215
3,3,-0.6682485029663584,3.3338408135933877
3,5,0.8711667947397492,1.1968738418357894
3,5,-0.061952511958855844,1.587999307630815
3,3,0.5814153845402927,8.254424050870727
3,5,1.8628360358113523,2.963400107655032
3,5,-1.1228908240958844,0.1450332316833585
3,3,-0.5845354560589797,0.7538830716297409
3,5,1.3696418803977695,0.27064967366090414
