-12.974136873128941,-13.78722818406763,-13.37934608316377,-16.502169126218003,-18.789505048522148
-14.906989073739984,-16.18621930610704,-18.547794329034023,-16.25852104144425,-13.492365956144718
-11.438429616260086,-12.43892037647871,-10.872685938411953,-14.885693375843836,-15.3028095228602
-15.406111124801956,-15.827990147004288,-18.11664822075,-19.10597906921492,-19.736541061292733
-22.089493122364747,-18.42083825626143,-13.598452467984382,-14.820346522501081,-18.499548396154687
-18.947340358813996,-14.175104234398722,-13.879312695747213,-10.635019397306007,-15.107897647280092
-14.916595260215148,-11.135071430960902,-16.84501946884423,-11.502874343351198,-18.048915297900578
-25.56704589994466,-12.85780332249675,-18.237806468013993,-15.782695290028878,-17.42440933386066
-8.730933457066381,-9.350869766915944,-13.896045433634395,-16.632003379686704,-10.919972371026862
-11.220444553263913,-11.81726121725219,-10.791273342508964,-9.728558174635282,-11.766653167815731
-18.448925351215447,-19.012919430115975,-27.564885775547797,-20.982814604332784,-27.571787382559844
-18.504147104011125,-18.582311440037397,-17.40715468741092,-17.088781403967467,-29.123496858420186
-14.077125088285063,-19.068286206562053,-15.334584575161532,-15.08469695310077,-15.269288408990025
-12.785695863554349,-18.154465749822695,-14.101823167250867,-14.768891484493262,-17.40309614558861
-15.714086050302592,-16.776680403991413,-15.61948251552645,-17.198404408323846,-18.065371733434326
-24.11565976269584,-17.062903838375913,-15.53887714515104,-16.68109678172967,-16.582868861172713
-16.014009714875716,-16.16465389423075,-19.322211743549495,-16.796583601445743,-18.297309608166984
-12.623399658783631,-14.77092485809043,-13.525900857793541,-15.39514570696778,-15.268061666038427
-14.84465671674344,-14.202358114029408,-16.343456459957345,-14.791993601959783,-16.652483356641344
-12.963631158370685,-16.317156675552685,-14.345742769278736,-12.563566398773466,-12.33101007948679
