301,359,416
269,324,388
240,329,395
271,323,386
273,328,402
265,333,403
292,347,389
294,342,407
292,345,414
255,302,381
281,356,401
273,328,376
287,344,400
302,361,428
276,333,404
247,304,367
289,337,409
241,304,366
281,345,412
282,360,423
