m,n,times,F
9,9,15,0.3999749372496471
9,9,16,0.659948467203878
9,9,17,1.0750623717459458
9,8,18,1.5423391622473117
9,5,19,1.1007483533308577
9,5,20,0.40935160379641455
9,9,1,-0.6380740311763735
9,9,2,-0.15460446942007233
9,9,3,-1.20261886557771
9,5,4,1.5275345476017639
9,7,5,-1.1001835424841888
9,9,6,1.075596287654338
9,9,7,0.023952927553785582
9,9,8,0.0
9,9,9,1.6659603164213335
9,7,10,0.2316494027212654
9,7,11,2.6397743844929504
9,9,12,2.8649854804597386
9,8,13,2.5244338425643114
9,8,14,0.9377896633063041
9,9,15,0.42718503326830315
9,9,16,0.7224038277272931
9,9,17,1.145658469599463
9,8,18,1.6888939730157557
9,5,19,1.188197703404114
9,5,20,0.47248005151991507
9,9,1,-1.9734128168371907
9,9,2,-1.798786569116218
9,9,3,-2.5470932246251388
9,5,4,0.056141801212919736
9,7,5,-2.2686193747341585
9,9,6,-1.0143988916563536
9,9,7,-1.5780647446452525
9,9,8,-1.6659603164213335
9,9,9,0.0
9,7,10,-1.123286399615864
9,7,11,0.44098778996192683
9,9,12,0.4623678427217636
9,8,13,0.35321877774026145
9,8,14,-0.2237034359484356
9,9,15,-0.8098021525094076
9,9,16,-1.0356046152211
9,9,17,-0.5064124518991768
9,8,18,-0.36231378521058644
9,5,19,-0.2509274429379669
9,5,20,-1.0779278449381613
7,9,1,-0.7056725682933325
7,9,2,-0.35095919425507455
7,9,3,-1.1598466269112007
7,5,4,0.9949071276174981
7,7,5,-1.050330439332337
7,9,6,0.5282174496478282
7,9,7,-0.20290949443929893
7,9,8,-0.2316494027212654
7,9,9,1.123286399615864
7,7,10,0.0
7,7,11,1.695990554115353
7,9,12,1.8630878946814344
7,8,13,1.6449840202010813
7,8,14,0.626161571092431
7,9,15,0.18767398307152028
7,9,16,0.32882703485325443
7,9,17,0.6978847084492894
7,8,18,1.0102977645262072
7,5,19,0.7298951632292613
7,5,20,0.13404133972140728
7,9,1,-2.571918443000069
7,9,2,-2.810306412368947
7,9,3,-3.349239258257816
7,5,4,-0.3410843537461778
7,7,5,-2.963501516086412
7,9,6,-2.2312538917031266
7,9,7,-2.4095146350320507
7,9,8,-2.6397743844929504
7,9,9,-0.44098778996192683
7,7,10,-1.695990554115353
7,7,11,0.0
7,9,12,-0.04186980547625742
7,8,13,-0.1388256329104256
7,8,14,-0.5193008803687262
7,9,15,-1.154869439349716
7,9,16,-1.826453068873489
7,9,17,-1.0429922546370727
7,8,18,-1.1708897316151834
7,5,19,-0.742944063134428
7,5,20,-2.3925997764052807
9,9,1,-2.8492423944328653
9,9,2,-3.0517328519522278
9,9,3,-3.6989877630838373
9,5,4,-0.3496590986544226
9,7,5,-3.2820101833092865
9,9,6,-2.3383710827617015
9,9,7,-2.629598436972617
9,9,8,-2.8649854804597386
9,9,9,-0.4623678427217636
9,7,10,-1.8630878946814344
9,7,11,0.04186980547625742
9,9,12,0.0
9,8,13,-0.10970153472652133
9,8,14,-0.5669389816519057
9,9,15,-1.2796815287164083
9,9,16,-1.9748217095059157
9,9,17,-1.1293880478117757
9,8,18,-1.2190305703893463
9,5,19,-0.7908996324411544
9,5,20,-2.474902216566158
8,9,1,-2.5643015957767616
8,9,2,-2.694251968849089
8,9,3,-3.3316382779307347
8,5,4,-0.2513299039386376
8,7,5,-2.954371540624558
8,9,6,-1.9811566770381166
8,9,7,-2.325407555914488
8,9,8,-2.5244338425643114
8,9,9,-0.35321877774026145
8,7,10,-1.6449840202010813
8,7,11,0.1388256329104256
8,9,12,0.10970153472652133
8,8,13,0.0
8,8,14,-0.4774204997186673
8,9,15,-1.1339359587870872
8,9,16,-1.7157398334868164
8,9,17,-0.963121010323357
8,8,18,-0.9937733502985118
8,5,19,-0.6497059252289825
8,5,20,-2.085758711875451
8,9,1,-1.2762932552362378
8,9,2,-1.0309391465743467
8,9,3,-1.6604612875609073
8,5,4,0.21637075804404232
8,7,5,-1.4824712132456257
8,9,6,-0.42270552118984817
8,9,7,-0.9008932820488005
8,9,8,-0.9377896633063041
8,9,9,0.2237034359484356
8,7,10,-0.626161571092431
8,7,11,0.5193008803687262
8,9,12,0.5669389816519057
8,8,13,0.4774204997186673
8,8,14,0.0
8,9,15,-0.44772671794371405
8,9,16,-0.49626752710685373
8,9,17,-0.14563378210860195
8,8,18,-0.006043119626532743
8,5,19,0.0028752677982340005
8,5,20,-0.5095422698955119
9,9,1,-0.8559197244004507
9,9,2,-0.5298793167744851
9,9,3,-1.2599527039602505
