Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0.003363816,0,0,0,0
0.008170795,0.000134289,-0.000397682,0.000226974,0.000477181
0.012977774,0.000268579,-0.000794888,0.000454903,0.00095442
0.017784753,0.000402808,-0.001192093,0.000682831,0.001431642
0.022973972,-0.215872377,0.048157215,-0.372540474,0.433250973
0.028163191,-0.179656655,0.039422989,-0.310037613,0.360491341
0.033150899,-0.161968499,0.01462698,-0.20787859,0.26393418
0.038092983,-0.193861127,-0.084265709,-0.127011299,0.2466064
0.043035899,-0.167829394,-0.101151466,-0.057144165,0.204117075
0.047978035,-0.122797221,-0.111148357,-0.003599167,0.165668551
0.052919337,-0.102687091,-0.162713051,0.062454224,0.202288669
0.057861472,-0.078524023,-0.16305542,0.138884544,0.228127177
0.062804389,-0.043508112,-0.1512537,0.25681591,0.301205992
0.067746524,0.019872248,-0.13008213,0.301157951,0.328652367
0.072687878,0.099240959,-0.108757019,0.330679893,0.361975205
0.077629962,0.079825789,-0.089251518,0.310454369,0.332746007
0.082572878,0.086652964,-0.114058495,0.270102501,0.305734259
0.087515014,0.03139621,-0.043261528,0.199271202,0.206316005
0.092456316,0.047902703,-0.023854733,0.10773468,0.120293302
0.097398451,0.066662639,-0.000833511,0.052816391,0.085053944
0.102341368,0.023712814,0.055535316,-0.006373405,0.060721407
0.107283503,0.022036463,0.112185955,-0.095160484,0.148750839
0.112224806,0.020486116,0.107488155,-0.159926414,0.193777818
0.117166941,0.03724882,0.135819912,-0.142291069,0.200203075
0.122109858,0.004958153,0.156769276,-0.11435318,0.194107802
0.127051993,-0.037908375,0.122095108,-0.071648598,0.146553
0.131993295,-0.058809966,0.045072079,-0.019080162,0.076512463
0.136935431,-0.109459043,0.049255848,-0.016815186,0.121203016
0.141878347,-0.145273596,0.032456398,0.054791451,0.158618847
0.146820483,-0.159938753,0.006665707,0.075712204,0.17707957
0.151761785,-0.147236198,-0.030104637,0.100857735,0.180989143
