m,n,times,F
2,3,18,-0.6046008980978396
2,2,19,0.029768563382774702
2,3,20,0.18499856055745295
11,行,目
2,3,1,0.18167336052979297
2,2,2,-0.05426442365082772
2,3,3,-0.41271811345999687
2,2,4,-0.5786082906577006
2,2,5,-0.04274015380181831
2,2,6,-0.5947287736327371
2,2,7,-0.4011078027497751
2,3,8,-0.14588709533672148
2,2,9,-0.4790845612794916
2,2,10,-0.17601289162814948
2,2,11,0.0
2,3,12,-1.109623103949664
2,2,13,-0.5124792286547099
2,2,14,-0.4170250666071431
2,2,15,-0.4547268240004879
2,2,16,-0.6085515167642829
2,3,17,-0.6495917252540442
2,3,18,-0.8498726884582861
2,2,19,-0.08796643421299902
2,3,20,-0.05753166306728484
12,行,目
3,3,1,1.6561155388134925
3,2,2,1.548328669060821
3,3,3,0.9998579157003846
3,2,4,0.3492082844792974
3,2,5,1.240101190332402
3,2,6,0.5243150017122465
3,2,7,0.6581316034682709
3,3,8,0.9090432951459101
3,2,9,0.46541333198594964
3,2,10,0.8127684481292984
3,2,11,1.109623103949664
3,3,12,0.0
3,2,13,0.5351927250377162
3,2,14,0.6389475442582492
3,2,15,0.45867555065653454
3,2,16,0.31379055095247765
3,3,17,0.26471607461210817
3,3,18,0.15015865950426568
3,2,19,0.5773335041520968
3,3,20,1.3823472955789982
13,行,目
2,3,1,0.8795589994712385
2,2,2,0.7646289836236648
2,3,3,0.2858594967908933
2,2,4,-0.11673179972106396
2,2,5,0.5699336162715589
2,2,6,-0.04928034589318571
2,2,7,0.1129714003744606
2,3,8,0.35587293495060524
2,2,9,-0.014214697981831673
2,2,10,0.2894167166376792
2,2,11,0.5124792286547099
2,3,12,-0.5351927250377162
2,2,13,0.0
2,2,14,0.09616363350400282
2,2,15,-0.005008902936436212
2,2,16,-0.1479557079976926
2,3,17,-0.17331542494759464
2,3,18,-0.3254211950124738
2,2,19,0.21506844077880868
2,3,20,0.6379892387329332
14,行,目
2,3,1,0.7493790985559171
2,2,2,0.5888368541145532
2,3,3,0.15474757042114307
2,2,4,-0.20140331995443025
2,2,5,0.4508402066471999
2,2,6,-0.1536281151295366
2,2,7,0.016626920784337845
2,3,8,0.2669012648307147
2,2,9,-0.09948876070177973
2,2,10,0.20418053257901533
2,2,11,0.4170250666071431
2,3,12,-0.6389475442582492
2,2,13,-0.09616363350400282
2,2,14,0.0
2,2,15,-0.08695526196487044
2,2,16,-0.23236065671756406
2,3,17,-0.2570502307053176
2,3,18,-0.41871675387259816
2,2,19,0.16242011001365672
2,3,20,0.5080729478527953
15,行,目
2,3,1,0.781490418266067
2,2,2,0.5785989138020105
2,3,3,0.25162241704369787
2,2,4,-0.09668866718079631
2,2,5,0.481316420126811
2,2,6,-0.034955990107991386
2,2,7,0.10137116662014387
2,3,8,0.3346128376987156
2,2,9,-0.007841120963444604
2,2,10,0.26169392851199824
2,2,11,0.4547268240004879
2,3,12,-0.45867555065653454
2,2,13,0.005008902936436212
2,2,14,0.08695526196487044
2,2,15,0.0
2,2,16,-0.12355253827744775
2,3,17,-0.15535897275492527
2,3,18,-0.2881267787507994
2,2,19,0.20740531292655429
2,3,20,0.5637915733770115
16,行,目
2,3,1,0.9948382828665817
2,2,2,0.8402080096964064
2,3,3,0.453409888917889
2,2,4,0.027985372334467226
2,2,5,0.6697050703712326
2,2,6,0.11729284135952825
2,2,7,0.2474402886533311
2,3,8,0.4762181138514363
2,2,9,0.12008477367860479
2,2,10,0.39605811621486753
2,2,11,0.6085515167642829
2,3,12,-0.31379055095247765
2,2,13,0.1479557079976926
2,2,14,0.23236065671756406
2,2,15,0.12355253827744775
2,2,16,0.0
2,3,17,-0.029499655502610224
2,3,18,-0.15191275784850308
2,2,19,0.2911286193877829
2,3,20,0.7718425858287017
17,行,目
3,3,1,1.0191976213407934
3,2,2,0.7345543985471744
3,3,3,0.46765095609051893
3,2,4,0.05742768384988477
3,2,5,0.6655503329145198
3,2,6,0.14024946838583874
3,2,7,0.2720317331578659
3,3,8,0.5455949612139364
3,2,9,0.15043313335804218
3,2,10,0.44018153240976793
3,2,11,0.6495917252540442
3,3,12,-0.26471607461210817
3,2,13,0.17331542494759464
3,2,14,0.2570502307053176
3,2,15,0.15535897275492527
3,2,16,0.029499655502610224
3,3,17,0.0
3,3,18,-0.12136737023550931
3,2,19,0.36533688910617246
3,3,20,0.7891150516464962
18,行,目
3,3,1,1.2975635270868866
3,2,2,1.0393511512555489
3,3,3,0.6938286328150797
3,2,4,0.18323220853542435
3,2,5,0.9028994497380882
3,2,6,0.29720737151023874
3,2,7,0.4355913142022938
3,3,8,0.713662548611072
3,2,9,0.286925599914106
3,2,10,0.6046008980978396
3,2,11,0.8498726884582861
3,3,12,-0.15015865950426568
3,2,13,0.3254211950124738
3,2,14,0.41871675387259816
3,2,15,0.2881267787507994
3,2,16,0.15191275784850308
3,3,17,0.12136737023550931
3,3,18,0.0
3,2,19,0.4663070452424056
3,3,20,1.0459828455821174
19,行,目
2,3,1,0.23499883818134262
2,2,2,0.07089304859018548
2,3,3,-0.1315166404454071
2,2,4,-0.2737788585780533
2,2,5,0.0678493981045855
2,2,6,-0.24428903401848437
2,2,7,-0.15320331284116687
2,3,8,-0.001821805783442853
2,2,9,-0.21551038121258503
2,2,10,-0.029768563382774702
2,2,11,0.08796643421299902
2,3,12,-0.5773335041520968
2,2,13,-0.21506844077880868
2,2,14,-0.16242011001365672
2,2,15,-0.20740531292655429
2,2,16,-0.2911286193877829
2,3,17,-0.36533688910617246
2,3,18,-0.4663070452424056
2,2,19,0.0
2,3,20,0.08226965842727103
20,行,目
3,3,1,0.31182506955549255
3,2,2,0.007097674825806699
3,3,3,-0.4632987372451299
3,2,4,-0.7310725931926992
3,2,5,0.008236034723047455
3,2,6,-0.7483863952671801
3,2,7,-0.4863723386773349
3,3,8,-0.1327367911045655
3,2,9,-0.5957308311909928
3,2,10,-0.18499856055745295
3,2,11,0.05753166306728484
3,3,12,-1.3823472955789982
3,2,13,-0.6379892387329332
3,2,14,-0.5080729478527953
3,2,15,-0.5637915733770115
3,2,16,-0.7718425858287017
3,3,17,-0.7891150516464962
3,3,18,-1.0459828455821174
3,2,19,-0.08226965842727103
3,3,20,0.0
