file,sma,wma,ewm
hiromu1,0.052022642148620624,0.041255734255733034,0.15085856200775682
hiromu2,0.02484991682685833,0.01971740677178757,0.09145832821027122
hiromu3,0.024643234007206027,0.01985873300189467,0.08497113314322846
kouhai1,0.026084901468904187,0.020455714226357835,0.08835886276933003
kouhai2,0.022581975103931118,0.017643235602148866,0.07878602337750451
kouhai3,0.007922069730788128,0.006513255627074499,0.02896251676413275
