file,sma,wma,ewm
hiromu1,0.020794293806109643,0.016872866522923524,0.07748435459688585
hiromu2,0.008722233598395857,0.007374554544529177,0.042033904934491106
hiromu3,0.019699147125010086,0.015793025925669557,0.07733208861455554
kouhai1,0.0028162985797433038,0.0024932308854243024,0.01200511529031656
kouhai2,0.003039165429582047,0.002714579844132925,0.012694977247331596
kouhai3,0.0039224038659320115,0.0034559940312991477,0.013790082962260586
