file,sma,wma,ewm
hiromu1,0.01653834946379018,0.013117513542281967,0.04986065674990281
hiromu2,0.009999400303625117,0.007703669895712029,0.03939302085183927
hiromu3,0.01897680937575641,0.014747682308571042,0.06412918908563159
kouhai1,0.002148248706520417,0.0017635022971697056,0.009600747337072502
kouhai2,0.002637172817119393,0.0021727916401557135,0.010132074060205554
kouhai3,0.003026207631309563,0.002503728839804542,0.01081419721368948
