file,sma,wma,ewm
hiromu1,0.021308545340257057,0.018642445309438926,0.047525475591129185
hiromu2,0.00443662609189055,0.00396090890696521,0.020354326008750534
hiromu3,0.011709287466876717,0.01023067186461657,0.03525622191334421
kouhai1,0.0017456541976097473,0.0016667866092208161,0.00930971626411814
kouhai2,0.0018317654113285675,0.0017435712843697493,0.008748812548672102
kouhai3,0.003142599754654807,0.0028039621099125167,0.015461755296805046
