"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.145220600E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
2.625918600E-2,-6.233835220E-2,3.718662262E-2,9.773778915E-2,1.217439546E-1
3.144975900E-2,-1.363129616E-1,2.461576462E-2,3.470849991E-2,1.427999976E-1
3.664033100E-2,-1.747231483E-1,4.699707031E-2,-6.573200226E-2,1.925035047E-1
4.183090400E-2,-1.864199638E-1,1.101927757E-1,-2.022213936E-1,2.962909765E-1
4.685069600E-2,-2.595114708E-1,1.636304855E-1,-3.585815430E-1,4.719129816E-1
5.179408100E-2,-2.431983948E-1,1.772818565E-1,-4.393801689E-1,5.325685390E-1
5.673830000E-2,-1.312527657E-1,1.594495773E-1,-3.872728348E-1,4.388982852E-1
6.168173800E-2,2.583169937E-2,7.381153107E-2,-2.300572395E-1,2.429850865E-1
6.662434200E-2,1.417179108E-1,4.292821884E-2,-4.401731491E-2,1.544808150E-1
7.156777900E-2,4.443974495E-1,8.760929108E-3,-2.330160141E-2,4.450941604E-1
7.651199800E-2,6.531476974E-1,3.018283844E-2,-7.028150558E-2,6.576111377E-1
8.145538400E-2,4.835777283E-1,4.353857040E-2,5.831384659E-2,4.890230374E-1
8.639798800E-2,2.685141563E-1,1.510334015E-2,3.422436714E-1,4.352685305E-1
9.134142500E-2,1.027774811E-1,-8.139944077E-2,4.375100136E-1,4.567319691E-1
9.628564400E-2,-3.235006332E-2,-1.370348930E-1,4.219479561E-1,4.448203752E-1
1.012290290E-1,-1.424303055E-1,-1.501650810E-1,3.628845215E-1,4.177572494E-1
1.061716860E-1,-2.070355415E-1,-1.072859764E-1,3.140988350E-1,3.911931420E-1
1.111150710E-1,-2.996644974E-1,-9.045696259E-2,2.409358025E-1,3.950080176E-1
1.160592900E-1,-4.059672356E-1,-6.642866135E-2,1.920499802E-1,4.539882799E-1
1.210027270E-1,-5.031518936E-1,-6.723070145E-2,1.295595169E-1,5.238964246E-1
1.259453310E-1,-5.555858612E-1,-4.806089401E-2,6.053686142E-2,5.609369040E-1
1.308887170E-1,-6.223053932E-1,-5.984973907E-2,-1.084375381E-2,6.252708059E-1
1.358329360E-1,-6.980729103E-1,-8.958482742E-2,-1.126694679E-1,7.127591728E-1
1.407763730E-1,-7.157320976E-1,-1.018571854E-1,-1.135253906E-1,7.318027986E-1
1.457189770E-1,-7.231235504E-1,-1.341352463E-1,-1.027884483E-1,7.426071630E-1
1.506624150E-1,-7.182297707E-1,-1.881041527E-1,-7.391834259E-2,7.461240494E-1
1.556066340E-1,-7.013688087E-1,-2.190656662E-1,-6.919097900E-2,7.380347983E-1
1.605500710E-1,-6.220955849E-1,-2.022604942E-1,-8.550453186E-2,6.597145210E-1
1.654926750E-1,-4.749493599E-1,-2.456393242E-1,-5.071496964E-2,5.371103985E-1
1.704360610E-1,-2.611765862E-1,-2.941246033E-1,3.156661987E-3,3.933604656E-1
1.753802790E-1,-1.022157669E-1,-3.384819031E-1,1.285338402E-1,3.762167059E-1
1.803237170E-1,1.362991333E-2,-3.998446465E-1,2.326931953E-1,4.628257113E-1
1.852663210E-1,7.874774933E-2,-4.220819473E-1,3.349294662E-1,5.445476340E-1
1.902097590E-1,1.506452560E-1,-4.437789917E-1,3.913607597E-1,6.105710695E-1
1.951539770E-1,2.386360168E-1,-4.558768272E-1,4.732689857E-1,6.991096931E-1
2.000973630E-1,2.724494934E-1,-4.496817589E-1,5.058650970E-1,7.296176445E-1
2.050399670E-1,2.393131256E-1,-4.304761887E-1,5.234055519E-1,7.187029239E-1
2.099834040E-1,1.917333603E-1,-3.730716705E-1,5.314106941E-1,6.770092161E-1
2.149276230E-1,5.705738068E-2,-3.345513344E-1,5.003166199E-1,6.045633632E-1
2.198710610E-1,-9.785079956E-2,-2.816448212E-1,4.616851807E-1,5.495923856E-1
2.248136650E-1,-2.662367821E-1,-1.981010437E-1,4.182434082E-1,5.339041076E-1
2.297570500E-1,-5.113434792E-1,-1.102209091E-1,3.795289993E-1,6.462685694E-1
2.347012690E-1,-5.928878784E-1,-2.353167534E-1,2.257442474E-1,6.766464927E-1
2.396447060E-1,-7.348461151E-1,-2.010746002E-1,1.044383049E-1,7.689845039E-1
2.445873110E-1,-8.991410732E-1,-4.085922241E-2,3.122186661E-2,9.006103212E-1
2.495307480E-1,-9.521479607E-1,5.082035065E-2,-8.630657196E-2,9.574013116E-1
2.544749670E-1,-9.124829769E-1,7.553529739E-2,-1.771478653E-1,9.325835783E-1
2.594183520E-1,-8.758883476E-1,3.969955444E-2,-2.725811005E-1,9.181813048E-1
2.643610090E-1,-8.280680180E-1,4.320144653E-2,-2.695455551E-1,8.719047044E-1
2.693043940E-1,-7.807710171E-1,1.004838943E-2,-2.098832130E-1,8.085513678E-1
2.742486130E-1,-7.055418491E-1,-2.854013443E-2,-1.487946510E-1,7.216257259E-1
2.791920500E-1,-5.789537430E-1,-8.905315399E-2,-4.416179657E-2,5.874250293E-1
2.841346540E-1,-4.083590508E-1,-1.735568047E-1,8.886909485E-2,4.525227009E-1
