15,16,19,16,17,19,18,16,19,19
35,36,34,35,37,37,37,41,39,43
19,20,19,19,18,18,17,17,18,17
32,35,34,33,35,35,42,40,41,45
19,19,21,18,17,20,17,16,18,19
36,40,36,38,34,38,43,42,44,44
19,18,19,18,20,20,18,17,17,16
38,41,37,43,36,42,44,46,44,41
19,20,19,19,21,20,19,17,19,22
