m,n,times,F
5,5,3,-5.512519835671717
5,5,4,-2.1295004232660433
5,5,5,0.06434893393117354
5,5,6,1.4573924178734001
5,5,7,-0.08776619923822143
5,5,8,-0.12985155983366858
5,5,9,3.3673381828498408
5,5,10,5.267350030495954
5,5,11,-3.5500236700850722
5,5,12,-1.4483375041255995
5,5,13,1.0510602661374526
5,5,14,2.473774563321757
5,5,15,0.9520447611254664
5,5,16,-1.0622886884690745
5,5,17,0.0
5,5,18,-1.9233548333766906
5,5,19,-2.2367380959206313
5,5,20,-2.1017037140704624
18,行,目
5,5,1,0.14725152641810177
5,5,2,1.0741929501971486
5,5,3,-1.2852909210993195
5,5,4,0.7430213931452185
5,5,5,1.9641019869658063
5,5,6,2.8270388760018466
5,5,7,1.8645699528853135
5,5,8,1.7597518661712046
5,5,9,3.955097613856014
5,5,10,4.966489080087833
5,5,11,-0.038410342813190536
5,5,12,0.6141128725103908
5,5,13,2.5889431119490762
5,5,14,3.362282124003104
5,5,15,2.5718306976879717
5,5,16,1.4351648588967179
5,5,17,1.9233548333766906
5,5,18,0.0
5,5,19,0.1847103039423278
5,5,20,0.8408689798299456
19,行,目
5,5,1,-0.10714860413874537
5,5,2,1.124340274143319
5,5,3,-1.9762629737022566
5,5,4,0.7093477536818189
5,5,5,2.290516593246684
5,5,6,3.4422083284490244
5,5,7,2.1574174148665843
5,5,8,1.9807571473370646
5,5,9,4.964985940499948
5,5,10,6.426680872123844
5,5,11,-0.3342379107145937
5,5,12,0.5260311606964242
5,5,13,3.1449300484003193
5,5,14,4.3836467391317395
5,5,15,3.2326477685988726
5,5,16,1.652162543415934
5,5,17,2.2367380959206313
5,5,18,-0.1847103039423278
5,5,19,0.0
5,5,20,0.8465619164459582
20,行,目
5,5,1,-1.979986827994938
5,5,2,0.5163009895024417
5,5,3,-4.208383212704725
5,5,4,-0.1687926818059276
5,5,5,2.1803408314697625
5,5,6,3.9139263242590148
5,5,7,1.9835817794600947
5,5,8,1.694724066162381
5,5,9,6.304221281308874
5,5,10,9.04925029348561
5,5,11,-1.8228505382966853
5,5,12,-0.11934060461312694
5,5,13,3.514887839937577
5,5,14,6.450296368946823
5,5,15,4.055349246626586
5,5,16,1.3024964789871167
5,5,17,2.1017037140704624
5,5,18,-0.8408689798299456
5,5,19,-0.8465619164459582
5,5,20,0.0
